idx,code,pos,school,rom_n,rom_c,rom_f,mat_n,mat_c,mat_f,mat_lang,mat_lang_n,mat_lang_c,mat_lang_f,media
1,SB10121803,1,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",10.00,-,-,9.80,-,-,Limba germana,10.00,-,-,9.93
2,SB10081181,2,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",10.00,-,-,9.70,-,-,-,-,-,-,9.85
3,SB659651,3,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",10.00,-,-,9.70,-,-,-,-,-,-,9.85
4,SB10106530,4,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.95,-,-,9.75,-,-,-,-,-,-,9.85
5,SB10072881,5,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.80,-,-,9.90,-,-,-,-,-,-,9.85
6,SB10295329,6,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.40,9.65,9.65,10.00,-,-,-,-,-,-,9.82
7,SB10297206,7,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",9.85,-,-,9.75,-,-,-,-,-,-,9.80
8,SB12614415,8,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.85,-,-,9.75,-,-,-,-,-,-,9.80
9,SB12616366,9,LICEUL ROMÂNO - FINLANDEZ ERI SIBIU,9.95,-,-,9.60,-,-,-,-,-,-,9.77
10,SB11073351,10,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.85,-,-,9.70,-,-,-,-,-,-,9.77
11,SB10465860,11,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.65,-,-,9.90,-,-,-,-,-,-,9.77
12,SB11079024,12,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",9.85,-,-,9.45,-,-,Limba germana,10.00,-,-,9.76
13,SB10568771,13,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.70,-,-,9.70,-,-,Limba germana,9.80,-,-,9.73
14,SB1151951,14,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.65,-,-,9.80,-,-,-,-,-,-,9.72
15,SB10153703,15,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.75,-,-,9.65,-,-,-,-,-,-,9.70
16,SB9440049,16,ŞCOALA GIMNAZIALĂ ALĂMOR,9.75,-,-,9.60,-,-,-,-,-,-,9.67
17,SB10106340,17,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.60,-,-,9.75,-,-,-,-,-,-,9.67
18,SB11078999,18,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",9.60,-,-,9.75,-,-,-,-,-,-,9.67
19,SB10540187,19,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,10.00,-,-,9.30,-,-,-,-,-,-,9.65
20,SB13596096,20,LICEUL DE ARTĂ SIBIU,9.75,-,-,9.55,-,-,-,-,-,-,9.65
21,SB8369385,21,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,9.55,-,-,9.75,-,-,-,-,-,-,9.65
22,SB8561921,22,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",9.55,-,-,9.35,-,-,Limba germana,10.00,-,-,9.63
23,SB10549476,23,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.45,-,-,9.70,-,-,Limba germana,9.75,-,-,9.63
24,SB11059576,24,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.40,-,-,9.55,-,-,Limba germana,9.95,-,-,9.63
25,SB10407189,25,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",9.90,-,-,9.35,-,-,-,-,-,-,9.62
26,SB10399713,26,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.60,-,-,9.65,-,-,-,-,-,-,9.62
27,SB12297728,27,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,9.30,9.70,9.70,9.55,-,-,-,-,-,-,9.62
28,SB10346419,28,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.70,-,-,9.50,-,-,-,-,-,-,9.60
29,SB10124046,29,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.90,-,-,9.30,-,-,Limba maghiara,9.55,-,-,9.58
30,SB10072508,30,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",9.50,-,-,9.30,-,-,Limba germana,9.95,-,-,9.58
31,SB10106174,31,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.70,-,-,9.45,-,-,-,-,-,-,9.57
32,SB10264698,32,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,9.55,-,-,9.60,-,-,-,-,-,-,9.57
33,SB12137091,33,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.80,-,-,9.30,-,-,-,-,-,-,9.55
34,SB13983198,34,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,9.80,-,-,9.30,-,-,-,-,-,-,9.55
35,SB10349108,35,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.65,-,-,9.45,-,-,-,-,-,-,9.55
36,SB9806863,36,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.65,-,-,9.25,-,-,Limba germana,9.75,-,-,9.55
37,SB12614794,37,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",9.55,-,-,9.10,-,-,Limba germana,10.00,-,-,9.55
38,SB12404215,38,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.45,-,-,9.65,-,-,-,-,-,-,9.55
39,SB10091780,39,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.20,-,-,9.90,-,-,-,-,-,-,9.55
40,SB10274898,40,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.90,-,-,9.15,-,-,-,-,-,-,9.52
41,SB8252246,41,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",9.90,-,-,9.15,-,-,-,-,-,-,9.52
42,SB10662798,42,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.75,-,-,9.30,-,-,-,-,-,-,9.52
43,SB10348837,43,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.65,-,-,9.40,-,-,-,-,-,-,9.52
44,SB10465868,44,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.45,-,-,9.60,-,-,-,-,-,-,9.52
45,SB9184587,45,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.20,-,-,9.85,-,-,-,-,-,-,9.52
46,SB10426334,46,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.65,-,-,9.10,-,-,Limba germana,9.80,-,-,9.51
47,SB10490822,47,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",10.00,-,-,9.00,-,-,-,-,-,-,9.50
48,SB10063450,48,"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG",9.90,-,-,9.10,-,-,-,-,-,-,9.50
49,SB12614726,49,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",9.85,-,-,9.15,-,-,-,-,-,-,9.50
50,SB10350868,50,"COLEGIUL NAȚIONAL PEDAGOGIC ""ANDREI ŞAGUNA"" SIBIU",9.75,-,-,9.25,-,-,-,-,-,-,9.50
51,SB10350535,51,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,9.65,-,-,9.35,-,-,-,-,-,-,9.50
52,SB10079009,52,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",9.65,-,-,8.95,-,-,Limba germana,9.90,-,-,9.50
53,SB10101226,53,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,9.55,-,-,9.45,-,-,-,-,-,-,9.50
54,SB4108601,54,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",9.55,-,-,9.45,-,-,-,-,-,-,9.50
55,SB10350511,55,"COLEGIUL NAȚIONAL PEDAGOGIC ""ANDREI ŞAGUNA"" SIBIU",9.50,-,-,9.50,-,-,-,-,-,-,9.50
56,SB10108959,56,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.45,-,-,9.55,-,-,-,-,-,-,9.50
57,SB8544882,57,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,9.45,-,-,9.40,-,-,Limba germana,9.65,-,-,9.50
58,SB10399765,58,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.30,-,-,9.70,-,-,-,-,-,-,9.50
59,SB8719918,59,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.60,-,-,9.05,-,-,Limba germana,9.80,-,-,9.48
60,SB10455073,60,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.85,-,-,9.10,-,-,-,-,-,-,9.47
61,SB10456180,61,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.85,-,-,9.10,-,-,-,-,-,-,9.47
62,SB12607929,62,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.75,-,-,9.20,-,-,-,-,-,-,9.47
63,SB9879569,63,"ŞCOALA GIMNAZIALĂ ""ION POP RETEGANUL"" ORLAT",9.65,-,-,9.30,-,-,-,-,-,-,9.47
64,SB12614934,64,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.50,-,-,9.45,-,-,-,-,-,-,9.47
65,SB10061796,65,"LICEUL TEORETIC ""ONISIFOR GHIBU"" SIBIU",9.75,-,-,8.80,-,-,Limba germana,9.85,-,-,9.46
66,SB8561220,66,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.65,-,-,9.25,-,-,Limba germana,9.50,-,-,9.46
67,SB9076123,67,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.35,-,-,9.25,-,-,Limba germana,9.80,-,-,9.46
68,SB13409387,68,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.70,-,-,9.35,-,-,Limba maghiara,9.30,-,-,9.45
69,SB9879670,69,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.70,-,-,9.20,-,-,-,-,-,-,9.45
70,SB8538951,70,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.50,-,-,9.40,-,-,-,-,-,-,9.45
71,SB9162516,71,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",9.50,-,-,9.40,-,-,-,-,-,-,9.45
72,SB10408908,72,LICEUL DE ARTĂ SIBIU,9.45,-,-,9.45,-,-,-,-,-,-,9.45
73,SB12064414,73,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",9.45,-,-,9.20,9.45,9.45,-,-,-,-,9.45
74,SB10091285,74,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",9.35,-,-,9.55,-,-,-,-,-,-,9.45
75,SB8398340,75,ŞCOALA GIMNAZIALĂ RACOVIŢA,9.35,-,-,9.55,-,-,-,-,-,-,9.45
76,SB10368007,76,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",9.30,-,-,9.60,-,-,-,-,-,-,9.45
77,SB10426222,77,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.05,9.25,9.25,9.65,-,-,-,-,-,-,9.45
78,SB10564840,78,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",8.95,9.40,9.40,9.50,-,-,-,-,-,-,9.45
79,SB10293323,79,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",9.75,-,-,8.75,-,-,Limba germana,9.35,9.80,9.80,9.43
80,SB8721751,80,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.40,-,-,9.00,-,-,Limba germana,9.90,-,-,9.43
81,SB12619298,81,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.80,-,-,9.05,-,-,-,-,-,-,9.42
82,SB10440405,82,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.70,-,-,9.15,-,-,-,-,-,-,9.42
83,SB10848386,83,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.60,-,-,9.25,-,-,-,-,-,-,9.42
84,SB10125042,84,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,9.55,-,-,9.30,-,-,-,-,-,-,9.42
85,SB647651,85,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.55,-,-,9.30,-,-,-,-,-,-,9.42
86,SB10090838,86,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",9.50,-,-,9.35,-,-,-,-,-,-,9.42
87,SB9076530,87,ŞCOALA GIMNAZIALĂ PĂUCA,9.45,-,-,9.40,-,-,-,-,-,-,9.42
88,SB10025019,88,LICEUL TEHNOLOGIC MÂRŞA,9.40,-,-,9.45,-,-,-,-,-,-,9.42
89,SB637451,89,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.40,-,-,9.45,-,-,-,-,-,-,9.42
90,SB12307793,90,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",8.95,-,-,9.90,-,-,-,-,-,-,9.42
91,SB10490382,91,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",9.75,-,-,8.90,-,-,Limba germana,9.60,-,-,9.41
92,SB9139208,92,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.65,-,-,8.75,-,-,Limba germana,9.85,-,-,9.41
93,SB8720584,93,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.15,-,-,9.40,-,-,Limba germana,9.70,-,-,9.41
94,SB12615128,94,"LICEUL TEORETIC ""ONISIFOR GHIBU"" SIBIU",9.00,-,-,9.35,-,-,Limba germana,9.90,-,-,9.41
95,SB10348344,95,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.90,-,-,8.90,-,-,-,-,-,-,9.40
96,SB10024822,96,LICEUL TEHNOLOGIC MÂRŞA,9.65,-,-,9.15,-,-,-,-,-,-,9.40
97,SB10512338,97,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.60,-,-,9.20,-,-,-,-,-,-,9.40
98,SB10662967,98,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.60,-,-,9.20,-,-,-,-,-,-,9.40
99,SB11073368,99,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.60,-,-,9.20,-,-,-,-,-,-,9.40
100,SB10351526,100,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.55,-,-,9.25,-,-,-,-,-,-,9.40
101,SB636701,101,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.55,-,-,9.25,-,-,-,-,-,-,9.40
102,SB8133834,102,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.55,-,-,9.25,-,-,-,-,-,-,9.40
103,SB10363425,103,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.45,-,-,9.35,-,-,-,-,-,-,9.40
104,SB10548255,104,"COLEGIUL NAȚIONAL PEDAGOGIC ""ANDREI ŞAGUNA"" SIBIU",9.40,-,-,9.40,-,-,-,-,-,-,9.40
105,SB10317515,105,"LICEUL TEORETIC ""ONISIFOR GHIBU"" SIBIU",9.40,-,-,8.85,-,-,Limba germana,9.90,-,-,9.38
106,SB12008513,106,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.15,-,-,9.50,-,-,Limba germana,9.50,-,-,9.38
107,SB10424635,107,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.80,-,-,8.95,-,-,-,-,-,-,9.37
108,SB10458028,108,"COLEGIUL NAȚIONAL PEDAGOGIC ""ANDREI ŞAGUNA"" SIBIU",9.75,-,-,9.00,-,-,-,-,-,-,9.37
109,SB850051,109,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.65,-,-,9.10,-,-,-,-,-,-,9.37
110,SB2688001,110,ŞCOALA GIMNAZIALĂ NR. 3 CISNĂDIE,9.60,-,-,9.15,-,-,-,-,-,-,9.37
111,SB10045028,111,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.55,-,-,9.20,-,-,-,-,-,-,9.37
112,SB10105843,112,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",9.50,-,-,9.25,-,-,-,-,-,-,9.37
113,SB646051,113,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.45,-,-,9.30,-,-,-,-,-,-,9.37
114,SB12020169,114,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.35,-,-,9.40,-,-,-,-,-,-,9.37
115,SB9376121,115,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,9.35,-,-,9.40,-,-,-,-,-,-,9.37
116,SB12615894,116,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.30,-,-,9.45,-,-,-,-,-,-,9.37
117,SB10488052,117,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.10,-,-,9.65,-,-,-,-,-,-,9.37
118,SB8996752,118,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.95,-,-,8.30,-,-,Limba germana,9.85,-,-,9.36
119,SB10411662,119,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.05,9.30,9.30,9.40,-,-,Limba germana,9.40,-,-,9.36
120,SB10350408,120,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.60,-,-,9.10,-,-,-,-,-,-,9.35
121,SB8400705,121,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.50,-,-,9.20,-,-,-,-,-,-,9.35
122,SB9999585,122,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.50,-,-,9.20,-,-,-,-,-,-,9.35
123,SB646351,123,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.35,-,-,9.35,-,-,-,-,-,-,9.35
124,SB10568105,124,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.30,-,-,9.40,-,-,-,-,-,-,9.35
125,SB8251648,125,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.25,-,-,9.45,-,-,-,-,-,-,9.35
126,SB11076158,126,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.20,-,-,9.00,-,-,Limba germana,9.85,-,-,9.35
127,SB7897984,127,"ŞCOALA GIMNAZIALĂ ""IOAN BAN - DASCĂLU"" POIANA SIBIULUI",9.15,-,-,9.55,-,-,-,-,-,-,9.35
128,SB11059558,128,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.05,-,-,9.35,-,-,Limba germana,9.65,-,-,9.35
129,SB9799184,129,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.00,-,-,9.70,-,-,-,-,-,-,9.35
130,SB10303667,130,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",9.00,-,-,9.35,-,-,Limba germana,9.70,-,-,9.35
131,SB11095889,131,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",8.95,-,-,9.75,-,-,-,-,-,-,9.35
132,SB9817465,132,"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG",8.90,-,-,9.80,-,-,-,-,-,-,9.35
133,SB9991125,133,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.35,-,-,9.15,-,-,Limba germana,9.50,-,-,9.33
134,SB8637999,134,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",9.80,-,-,8.85,-,-,-,-,-,-,9.32
135,SB10367921,135,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,9.70,-,-,8.95,-,-,-,-,-,-,9.32
136,SB10348896,136,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.50,-,-,9.15,-,-,-,-,-,-,9.32
137,SB10593988,137,"ŞCOALA GIMNAZIALĂ ""ION ALBESCU"" BOIŢA",9.50,-,-,9.15,-,-,-,-,-,-,9.32
138,SB8996906,138,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.50,-,-,9.15,-,-,-,-,-,-,9.32
139,SB9101275,139,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.50,-,-,9.15,-,-,-,-,-,-,9.32
140,SB9642961,140,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.40,-,-,9.25,-,-,-,-,-,-,9.32
141,SB11080370,141,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.30,-,-,9.35,-,-,-,-,-,-,9.32
142,SB10353600,142,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.25,-,-,9.40,-,-,-,-,-,-,9.32
143,SB10538204,143,"COLEGIUL NAȚIONAL PEDAGOGIC ""ANDREI ŞAGUNA"" SIBIU",9.20,-,-,9.45,-,-,-,-,-,-,9.32
144,SB10464540,144,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",9.15,-,-,9.50,-,-,-,-,-,-,9.32
145,SB9386254,145,ŞCOALA GIMNAZIALĂ NR. 3 CISNĂDIE,8.80,9.45,9.45,9.20,-,-,-,-,-,-,9.32
146,SB8549022,146,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.65,-,-,8.65,-,-,Limba germana,9.65,-,-,9.31
147,SB8724539,147,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.60,-,-,9.40,-,-,Limba germana,8.95,-,-,9.31
148,SB10320870,148,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.50,-,-,8.75,-,-,Limba germana,9.70,-,-,9.31
149,SB12388832,149,"LICEUL TEORETIC ""ONISIFOR GHIBU"" SIBIU",9.15,-,-,9.45,-,-,Limba germana,9.35,-,-,9.31
150,SB12618985,150,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.15,-,-,9.15,-,-,Limba germana,9.65,-,-,9.31
151,SB12614345,151,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.00,-,-,9.10,-,-,Limba germana,9.85,-,-,9.31
152,SB12618764,152,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",9.75,-,-,8.85,-,-,-,-,-,-,9.30
153,SB659201,153,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,9.65,-,-,8.95,-,-,-,-,-,-,9.30
154,SB10825568,154,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",9.60,-,-,9.00,-,-,-,-,-,-,9.30
155,SB10464371,155,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.50,-,-,9.10,-,-,-,-,-,-,9.30
156,SB12055669,156,ŞCOALA GIMNAZIALĂ BRADU,9.50,-,-,9.10,-,-,-,-,-,-,9.30
157,SB7506001,157,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",9.40,-,-,9.20,-,-,-,-,-,-,9.30
158,SB10025344,158,LICEUL TEHNOLOGIC MÂRŞA,9.35,-,-,9.25,-,-,-,-,-,-,9.30
159,SB637501,159,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",9.30,-,-,9.35,-,-,Limba germana,9.25,-,-,9.30
160,SB10465961,160,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.25,-,-,9.35,-,-,-,-,-,-,9.30
161,SB10349749,161,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.20,-,-,9.40,-,-,-,-,-,-,9.30
162,SB9934068,162,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",9.20,-,-,9.40,-,-,-,-,-,-,9.30
163,SB13693621,163,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,8.90,-,-,9.70,-,-,-,-,-,-,9.30
164,SB10531167,164,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.35,-,-,9.15,-,-,Limba germana,9.35,-,-,9.28
165,SB9161972,165,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.25,-,-,8.70,-,-,Limba germana,9.90,-,-,9.28
166,SB10408705,166,"LICEUL TEORETIC ""ONISIFOR GHIBU"" SIBIU",9.00,-,-,9.40,-,-,Limba germana,9.45,-,-,9.28
167,SB10348954,167,"COLEGIUL NAȚIONAL ""GHEORGHE LAZĂR"" SIBIU",9.65,-,-,8.90,-,-,-,-,-,-,9.27
168,SB10448874,168,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",9.65,-,-,8.90,-,-,-,-,-,-,9.27
169,SB10744422,169,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",9.55,-,-,9.00,-,-,-,-,-,-,9.27
170,SB9065190,170,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",9.55,-,-,9.00,-,-,-,-,-,-,9.27
171,SB12255699,171,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,9.50,-,-,9.05,-,-,-,-,-,-,9.27
172,SB12614063,172,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,9.50,-,-,9.05,-,-,-,-,-,-,9.27
173,SB4561051,173,ŞCOALA GIMNAZIALĂ OCNA SIBIULUI,9.50,-,-,9.05,-,-,-,-,-,-,9.27
174,SB10130458,174,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,9.45,-,-,9.10,-,-,-,-,-,-,9.27
175,SB10264822,175,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,9.35,-,-,9.20,-,-,-,-,-,-,9.27
176,SB12615935,176,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",9.25,-,-,9.30,-,-,-,-,-,-,9.27
177,SB10317544,177,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,9.20,-,-,8.95,-,-,Limba germana,9.65,-,-,9.26
178,SB9806091,178,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.10,-,-,9.25,-,-,Limba germana,9.45,-,-,9.26
179,SB10045356,179,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,9.75,-,-,8.75,-,-,-,-,-,-,9.25
180,SB10291900,180,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,9.70,-,-,8.80,-,-,-,-,-,-,9.25
181,SB9806730,181,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.50,-,-,8.80,-,-,Limba germana,9.45,-,-,9.25
