idx,code,pos,school,rom_n,rom_c,rom_f,mat_n,mat_c,mat_f,mat_lang,mat_lang_n,mat_lang_c,mat_lang_f,media
1722,SB9805253,1722,LICEUL DE ARTĂ SIBIU,6.80,-,-,6.45,-,-,-,-,-,-,6.62
1723,SB13358743,1723,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",5.80,-,-,7.45,-,-,-,-,-,-,6.62
1724,SB10312765,1724,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",6.80,-,-,6.15,-,-,Limba germana,6.90,-,-,6.61
1725,SB9886864,1725,ŞCOALA GIMNAZIALĂ SLIMNIC,7.80,-,-,5.40,-,-,-,-,-,-,6.60
1726,SB10073726,1726,"ŞCOALA GIMNAZIALĂ ""BATHORY ISTVAN"" MEDIAŞ",7.15,-,-,5.35,-,-,Limba maghiara,7.30,-,-,6.60
1727,SB10400485,1727,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,6.95,-,-,6.25,-,-,-,-,-,-,6.60
1728,SB8875870,1728,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",6.95,-,-,6.25,-,-,-,-,-,-,6.60
1729,SB10124824,1729,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",6.85,-,-,6.35,-,-,-,-,-,-,6.60
1730,SB12336844,1730,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",6.80,-,-,6.40,-,-,-,-,-,-,6.60
1731,SB10415623,1731,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",6.60,-,-,6.60,-,-,-,-,-,-,6.60
1732,SB9815669,1732,ŞCOALA GIMNAZIALĂ AVRIG,6.50,-,-,6.70,-,-,-,-,-,-,6.60
1733,SB13350470,1733,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",6.30,-,-,5.85,-,-,Limba germana,7.65,-,-,6.60
1734,SB10360210,1734,ŞCOALA GIMNAZIALĂ TILIŞCA,6.25,-,-,6.95,-,-,-,-,-,-,6.60
1735,SB14777541,1735,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",6.25,-,-,6.95,-,-,-,-,-,-,6.60
1736,SB10709081,1736,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",6.00,-,-,7.20,-,-,-,-,-,-,6.60
1737,SB9474491,1737,"ŞCOALA GIMNAZIALĂ ""AUREL DECEI"" GURA RÂULUI",5.90,-,-,7.30,-,-,-,-,-,-,6.60
1738,SB10045321,1738,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",7.25,-,-,5.90,-,-,-,-,-,-,6.57
1739,SB10173836,1739,ŞCOALA GIMNAZIALĂ RUŞI,7.05,-,-,6.10,-,-,-,-,-,-,6.57
1740,SB9252719,1740,"ŞCOALA GIMNAZIALĂ ""BADEA CÎRŢAN"" CÂRŢIŞOARA",7.00,-,-,6.15,-,-,-,-,-,-,6.57
1741,SB9787005,1741,"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG",6.80,-,-,6.35,-,-,-,-,-,-,6.57
1742,SB9902033,1742,"ŞCOALA GIMNAZIALĂ ""ION POP RETEGANUL"" ORLAT",6.80,-,-,6.35,-,-,-,-,-,-,6.57
1743,SB10465987,1743,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",6.55,-,-,6.60,-,-,-,-,-,-,6.57
1744,SB10390348,1744,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",6.45,-,-,6.70,-,-,-,-,-,-,6.57
1745,SB10350920,1745,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",5.70,-,-,7.45,-,-,-,-,-,-,6.57
1746,SB10408473,1746,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",6.85,6.90,6.90,5.35,-,-,Limba germana,7.45,-,-,6.56
1747,SB9385894,1747,ŞCOALA GIMNAZIALĂ NR. 2 CISNĂDIE,8.10,-,-,5.00,-,-,-,-,-,-,6.55
1748,SB10415468,1748,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,7.40,-,-,5.70,-,-,-,-,-,-,6.55
1749,SB10095557,1749,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,7.25,-,-,5.85,-,-,-,-,-,-,6.55
1750,SB10108091,1750,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,7.20,-,-,5.90,-,-,-,-,-,-,6.55
1751,SB10686884,1751,"ŞCOALA GIMNAZIALĂ ""SAMUIL MICU"" SADU",7.15,-,-,5.95,-,-,-,-,-,-,6.55
1752,SB12057343,1752,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",7.15,-,-,5.95,-,-,-,-,-,-,6.55
1753,SB11080119,1753,"LICEUL TEORETIC ""GUSTAV GÜNDISCH"" CISNĂDIE",7.05,-,-,6.50,-,-,Limba germana,6.10,-,-,6.55
1754,SB2531651,1754,"LICEUL TEORETIC ""GUSTAV GÜNDISCH"" CISNĂDIE",6.50,-,-,6.60,-,-,-,-,-,-,6.55
1755,SB10599037,1755,ŞCOALA GIMNAZIALĂ NR. 3 CISNĂDIE,6.35,-,-,6.75,-,-,-,-,-,-,6.55
1756,SB10115327,1756,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",6.20,-,-,5.45,-,-,Limba germana,8.00,-,-,6.55
1757,SB12537016,1757,"LICEUL TEORETIC ""GUSTAV GÜNDISCH"" CISNĂDIE",6.05,-,-,6.40,-,-,Limba germana,7.20,-,-,6.55
1758,SB8995386,1758,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",7.95,-,-,5.10,-,-,-,-,-,-,6.52
1759,SB10971541,1759,"ŞCOALA GIMNAZIALĂ ""AVIATOR IOAN SAVA"" ALŢINA",7.65,-,-,5.40,-,-,-,-,-,-,6.52
1760,SB9161690,1760,"ŞCOALA GIMNAZIALĂ ""OCTAVIAN GOGA"" RĂŞINARI",7.50,-,-,5.55,-,-,-,-,-,-,6.52
1761,SB10542573,1761,ŞCOALA GIMNAZIALĂ NR. 3 CISNĂDIE,7.25,-,-,5.80,-,-,-,-,-,-,6.52
1762,SB10406957,1762,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",7.20,-,-,5.85,-,-,-,-,-,-,6.52
1763,SB10341046,1763,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",7.10,-,-,5.95,-,-,-,-,-,-,6.52
1764,SB10112616,1764,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,6.15,-,-,6.90,-,-,-,-,-,-,6.52
1765,SB10111074,1765,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,6.10,-,-,6.95,-,-,-,-,-,-,6.52
1766,SB11077869,1766,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",6.00,-,-,6.75,7.05,7.05,-,-,-,-,6.52
1767,SB10269453,1767,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",5.60,-,-,7.45,-,-,-,-,-,-,6.52
1768,SB12060262,1768,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",6.05,6.65,6.65,6.95,-,-,Limba germana,5.95,-,-,6.51
1769,SB8222797,1769,"ŞCOALA GIMNAZIALĂ ""SAMUIL MICU"" SADU",8.30,-,-,4.70,-,-,-,-,-,-,6.50
1770,SB10464725,1770,LICEUL DE ARTĂ SIBIU,7.50,7.50,7.50,5.40,5.50,5.50,-,-,-,-,6.50
1771,SB12325903,1771,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",7.30,-,-,5.70,-,-,-,-,-,-,6.50
1772,SB9082805,1772,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,7.30,-,-,5.70,-,-,-,-,-,-,6.50
1773,SB12239964,1773,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,6.90,-,-,6.10,-,-,-,-,-,-,6.50
1774,SB9843755,1774,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,6.90,-,-,6.10,-,-,-,-,-,-,6.50
1775,SB12442406,1775,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,6.80,-,-,6.20,-,-,-,-,-,-,6.50
1776,SB10025153,1776,ŞCOALA GIMNAZIALĂ VEŞTEM,6.65,-,-,6.35,-,-,-,-,-,-,6.50
1777,SB9880538,1777,LICEUL DE ARTĂ SIBIU,6.40,-,-,6.60,-,-,-,-,-,-,6.50
1778,SB10111871,1778,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,6.20,-,-,6.80,-,-,-,-,-,-,6.50
1779,SB12001541,1779,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",6.20,-,-,6.80,-,-,-,-,-,-,6.50
1780,SB11013785,1780,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,6.85,-,-,6.10,-,-,Limba germana,6.50,-,-,6.48
1781,SB10299842,1781,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",7.85,-,-,5.10,-,-,-,-,-,-,6.47
1782,SB10489913,1782,"ŞCOALA GIMNAZIALĂ ""CORNELIU PĂCURARIU"" MICĂSASA",7.85,-,-,5.10,-,-,-,-,-,-,6.47
1783,SB10887890,1783,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,7.75,-,-,5.20,-,-,-,-,-,-,6.47
1784,SB646451,1784,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,7.45,-,-,5.50,-,-,-,-,-,-,6.47
1785,SB9815868,1785,ŞCOALA GIMNAZIALĂ AVRIG,7.45,-,-,5.50,-,-,-,-,-,-,6.47
1786,SB10335893,1786,"ŞCOALA GIMNAZIALĂ ""CONSTANTIN IOAN MOTAŞ"" MEDIAŞ",7.10,-,-,5.85,-,-,-,-,-,-,6.47
1787,SB9417660,1787,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,6.95,-,-,6.00,-,-,-,-,-,-,6.47
1788,SB3977151,1788,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,6.65,-,-,6.30,-,-,-,-,-,-,6.47
1789,SB8990937,1789,ŞCOALA GIMNAZIALĂ VEŞTEM,6.20,-,-,6.75,-,-,-,-,-,-,6.47
1790,SB10273849,1790,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",6.00,-,-,6.95,-,-,-,-,-,-,6.47
1791,SB6696601,1791,ŞCOALA GIMNAZIALĂ NR. 13 SIBIU,5.80,-,-,7.15,-,-,-,-,-,-,6.47
1792,SB10687468,1792,ŞCOALA GIMNAZIALĂ RÂU SADULUI,5.70,-,-,7.25,-,-,-,-,-,-,6.47
1793,SB10351900,1793,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",5.25,5.85,5.85,7.10,-,-,-,-,-,-,6.47
1794,SB8128949,1794,ŞCOALA GIMNAZIALĂ BOIAN,7.65,-,-,5.25,-,-,-,-,-,-,6.45
1795,SB8008935,1795,ŞCOALA GIMNAZIALĂ AGÂRBICIU,7.25,-,-,5.65,-,-,-,-,-,-,6.45
1796,SB10602423,1796,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",7.25,-,-,5.60,-,-,Limba germana,6.50,-,-,6.45
1797,SB7890207,1797,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",7.15,-,-,5.75,-,-,-,-,-,-,6.45
1798,SB9858519,1798,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",6.95,-,-,5.95,-,-,-,-,-,-,6.45
1799,SB10091787,1799,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",6.75,-,-,6.15,-,-,-,-,-,-,6.45
1800,SB10264875,1800,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",6.40,-,-,6.50,-,-,-,-,-,-,6.45
1801,SB10712618,1801,ŞCOALA GIMNAZIALĂ RUŞI,6.40,-,-,6.50,-,-,-,-,-,-,6.45
1802,SB12583364,1802,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",6.40,-,-,6.50,-,-,-,-,-,-,6.45
1803,SB10514126,1803,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",6.15,-,-,7.20,-,-,Limba germana,6.00,-,-,6.45
1804,SB12588784,1804,ŞCOALA GIMNAZIALĂ NOIŞTAT,5.95,-,-,6.95,-,-,-,-,-,-,6.45
1805,SB9609220,1805,ŞCOALA GIMNAZIALĂ RUŞI,5.90,-,-,7.00,-,-,-,-,-,-,6.45
1806,SB10267495,1806,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",8.20,-,-,5.40,-,-,Limba germana,5.70,-,-,6.43
1807,SB9684536,1807,ŞCOALA GIMNAZIALĂ CRISTIAN,8.35,-,-,4.50,-,-,-,-,-,-,6.42
1808,SB9234569,1808,"LICEUL TEORETIC ""GUSTAV GÜNDISCH"" CISNĂDIE",7.95,-,-,4.90,-,-,-,-,-,-,6.42
1809,SB10320724,1809,"ŞCOALA GIMNAZIALĂ ""CIREŞARII"" MEDIAŞ",7.65,-,-,5.20,-,-,-,-,-,-,6.42
1810,SB9805042,1810,ŞCOALA GIMNAZIALĂ ȘEICA MICĂ,7.25,-,-,5.60,-,-,-,-,-,-,6.42
1811,SB10399673,1811,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,6.70,-,-,6.15,-,-,-,-,-,-,6.42
1812,SB9422812,1812,"LICEUL ""AUGUST TREBONIU LAURIAN"" AGNITA",6.30,-,-,6.55,-,-,-,-,-,-,6.42
1813,SB12336327,1813,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",6.25,-,-,6.60,-,-,-,-,-,-,6.42
1814,SB12043749,1814,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",6.20,-,-,6.65,-,-,-,-,-,-,6.42
1815,SB10324691,1815,ŞCOALA GIMNAZIALĂ NR. 7 MEDIAŞ,6.15,-,-,6.70,-,-,-,-,-,-,6.42
1816,SB10021898,1816,"ŞCOALA GIMNAZIALĂ ""ANDREI ȘAGUNA"" ŞURA MARE",6.00,-,-,6.85,-,-,-,-,-,-,6.42
1817,SB10586879,1817,"ŞCOALA GIMNAZIALĂ ""ION ALBESCU"" BOIŢA",5.60,-,-,7.25,-,-,-,-,-,-,6.42
1818,SB10593598,1818,"ŞCOALA GIMNAZIALĂ ""ION ALBESCU"" BOIŢA",5.55,-,-,7.30,-,-,-,-,-,-,6.42
1819,SB10549920,1819,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,7.10,-,-,8.35,-,-,Limba germana,3.80,-,-,6.41
1820,SB10592832,1820,ŞCOALA GIMNAZIALĂ NR. 2 CISNĂDIE,7.80,-,-,5.00,-,-,-,-,-,-,6.40
1821,SB9674430,1821,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",7.60,-,-,5.20,-,-,-,-,-,-,6.40
1822,SB10335807,1822,"ŞCOALA GIMNAZIALĂ ""CONSTANTIN IOAN MOTAŞ"" MEDIAŞ",7.40,-,-,5.40,-,-,-,-,-,-,6.40
1823,SB9876207,1823,"ŞCOALA GIMNAZIALĂ ""ION POP RETEGANUL"" ORLAT",7.35,-,-,5.45,-,-,-,-,-,-,6.40
1824,SB12059462,1824,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",7.30,-,-,5.50,-,-,-,-,-,-,6.40
1825,SB8128865,1825,ŞCOALA GIMNAZIALĂ BOIAN,7.30,-,-,5.50,-,-,-,-,-,-,6.40
1826,SB8992946,1826,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",7.30,-,-,5.50,-,-,-,-,-,-,6.40
1827,SB3975451,1827,ŞCOALA GIMNAZIALĂ NR. 18 SIBIU,7.25,-,-,5.55,-,-,-,-,-,-,6.40
1828,SB9599321,1828,"ŞCOALA GIMNAZIALĂ ""STEPHAN LUDWIG ROTH"" MOŞNA",7.10,-,-,5.70,-,-,-,-,-,-,6.40
1829,SB10488127,1829,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",7.05,-,-,5.75,-,-,-,-,-,-,6.40
1830,SB10012175,1830,ŞCOALA GIMNAZIALĂ SĂCEL,6.90,-,-,5.90,-,-,-,-,-,-,6.40
1831,SB9939317,1831,"LICEUL TEHNOLOGIC ""IOAN LUPAŞ"" SĂLIŞTE",6.80,-,-,6.00,-,-,-,-,-,-,6.40
1832,SB10071050,1832,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,6.50,-,-,6.30,-,-,-,-,-,-,6.40
1833,SB10328481,1833,"ŞCOALA GIMNAZIALĂ ""CIREŞARII"" MEDIAŞ",5.80,-,-,7.00,-,-,-,-,-,-,6.40
1834,SB9623693,1834,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",5.80,-,-,7.00,-,-,-,-,-,-,6.40
1835,SB11145678,1835,"COLEGIUL NAȚIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",6.70,6.05,6.05,4.70,5.00,5.00,Limba germana,8.10,-,-,6.38
1836,SB10325845,1836,ŞCOALA GIMNAZIALĂ NR. 4 MEDIAŞ,7.25,-,-,5.50,-,-,-,-,-,-,6.37
1837,SB12000773,1837,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,6.60,-,-,6.15,-,-,-,-,-,-,6.37
1838,SB10057139,1838,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,6.10,-,-,6.65,-,-,-,-,-,-,6.37
1839,SB12297149,1839,ŞCOALA GIMNAZIALĂ NR. 8 SIBIU,5.95,-,-,6.80,-,-,-,-,-,-,6.37
1840,SB9741807,1840,"ŞCOALA GIMNAZIALĂ ""OCTAVIAN GOGA"" RĂŞINARI",5.95,6.60,6.60,6.15,-,-,-,-,-,-,6.37
1841,SB12046419,1841,ŞCOALA GIMNAZIALĂ ŞEICA MARE,7.70,-,-,5.00,-,-,-,-,-,-,6.35
1842,SB12615419,1842,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",7.55,-,-,5.15,-,-,-,-,-,-,6.35
1843,SB10301801,1843,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",7.45,-,-,5.40,-,-,Limba germana,6.20,-,-,6.35
1844,SB10319909,1844,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" MEDIAŞ",7.40,-,-,5.30,-,-,-,-,-,-,6.35
1845,SB10568291,1845,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",7.40,-,-,5.30,-,-,-,-,-,-,6.35
1846,SB8967221,1846,ŞCOALA GIMNAZIALĂ BAZNA,7.10,-,-,5.60,-,-,-,-,-,-,6.35
1847,SB647201,1847,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,7.00,-,-,5.70,-,-,-,-,-,-,6.35
1848,SB10294435,1848,"LICEUL ""AUGUST TREBONIU LAURIAN"" AGNITA",6.95,-,-,5.75,-,-,-,-,-,-,6.35
1849,SB10327432,1849,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",6.90,-,-,5.80,-,-,-,-,-,-,6.35
1850,SB10100107,1850,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" MEDIAŞ",6.75,-,-,5.95,-,-,-,-,-,-,6.35
1851,SB10709832,1851,LICEUL DE ARTĂ SIBIU,6.65,-,-,6.05,-,-,-,-,-,-,6.35
1852,SB7506601,1852,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,6.65,-,-,6.05,-,-,-,-,-,-,6.35
1853,SB10286215,1853,"ŞCOALA GIMNAZIALĂ ""GEORG DANIEL TEUTSCH"" AGNITA",6.55,-,-,6.15,-,-,-,-,-,-,6.35
1854,SB10391861,1854,ŞCOALA GIMNAZIALĂ POPLACA,6.45,-,-,6.25,-,-,-,-,-,-,6.35
1855,SB12044496,1855,"ŞCOALA GIMNAZIALĂ ""ANDREI ȘAGUNA"" ŞURA MARE",6.45,-,-,6.25,-,-,-,-,-,-,6.35
1856,SB8548555,1856,"ŞCOALA GIMNAZIALĂ ""NICOLAE IORGA"" SIBIU",6.20,-,-,7.00,-,-,Limba germana,5.85,-,-,6.35
1857,SB10311714,1857,"ŞCOALA GIMNAZIALĂ ""CIREŞARII"" MEDIAŞ",6.20,-,-,6.50,-,-,-,-,-,-,6.35
1858,SB9928097,1858,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",6.10,-,-,6.60,-,-,-,-,-,-,6.35
1859,SB9510559,1859,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,5.85,6.10,6.10,6.60,-,-,-,-,-,-,6.35
1860,SB10298684,1860,"LICEUL TEORETIC ""ROTH - OBERTH"" MEDIAŞ",7.45,-,-,5.60,-,-,Limba germana,5.95,-,-,6.33
1861,SB10121020,1861,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,7.50,-,-,5.15,-,-,-,-,-,-,6.32
1862,SB10007256,1862,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",7.25,-,-,5.40,-,-,-,-,-,-,6.32
1863,SB9180840,1863,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",6.80,-,-,5.85,-,-,-,-,-,-,6.32
1864,SB7505001,1864,"ŞCOALA GIMNAZIALĂ ""RADU SELEJAN"" SIBIU",6.75,6.75,6.75,5.90,-,-,-,-,-,-,6.32
1865,SB8442465,1865,"ŞCOALA GIMNAZIALĂ ""CONSTANTIN IOAN MOTAŞ"" MEDIAŞ",6.75,-,-,5.90,-,-,-,-,-,-,6.32
1866,SB10603978,1866,"LICEUL ""TIMOTEI CIPARIU"" DUMBRĂVENI",6.70,-,-,5.95,-,-,-,-,-,-,6.32
1867,SB9805071,1867,"ŞCOALA GIMNAZIALĂ ""IOAN SLAVICI"" SIBIU",6.60,-,-,6.05,-,-,-,-,-,-,6.32
1868,SB12070540,1868,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",6.50,-,-,6.15,-,-,-,-,-,-,6.32
1869,SB9900818,1869,"ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZU"" ŞELIMBĂR",6.50,-,-,6.15,-,-,-,-,-,-,6.32
1870,SB10295938,1870,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,6.40,-,-,6.25,-,-,-,-,-,-,6.32
1871,SB10723628,1871,ŞCOALA GIMNAZIALĂ NR. 21 SIBIU,6.40,-,-,6.25,-,-,-,-,-,-,6.32
1872,SB9886831,1872,ŞCOALA GIMNAZIALĂ SLIMNIC,6.15,-,-,6.50,-,-,-,-,-,-,6.32
1873,SB10011367,1873,"LICEUL TEHNOLOGIC ""IOAN LUPAŞ"" SĂLIŞTE",7.05,-,-,5.55,-,-,-,-,-,-,6.30
1874,SB10383960,1874,"COLEGIUL NAȚIONAL ""OCTAVIAN GOGA"" SIBIU",6.80,-,-,5.80,-,-,-,-,-,-,6.30
1875,SB686501,1875,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",6.75,-,-,5.85,-,-,-,-,-,-,6.30
1876,SB9815600,1876,ŞCOALA GIMNAZIALĂ AVRIG,6.30,6.25,6.25,6.35,-,-,-,-,-,-,6.30
1877,SB12119954,1877,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,6.25,-,-,6.35,-,-,-,-,-,-,6.30
1878,SB9375943,1878,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",6.20,-,-,6.40,-,-,-,-,-,-,6.30
1879,SB10394024,1879,"LICEUL TEHNOLOGIC ""IOAN LUPAŞ"" SĂLIŞTE",6.05,-,-,6.55,-,-,-,-,-,-,6.30
1880,SB8970180,1880,ŞCOALA GIMNAZIALĂ IGHIŞU NOU,5.80,-,-,6.80,-,-,-,-,-,-,6.30
1881,SB9511188,1881,ŞCOALA GIMNAZIALĂ NR. 23 SIBIU,7.95,-,-,4.60,-,-,-,-,-,-,6.27
1882,SB7903986,1882,"ŞCOALA GIMNAZIALĂ ""IOAN BAN - DASCĂLU"" POIANA SIBIULUI",7.70,-,-,4.85,-,-,-,-,-,-,6.27
1883,SB10712507,1883,"ŞCOALA GIMNAZIALĂ ""REGINA MARIA"" SIBIU",7.35,-,-,5.20,-,-,-,-,-,-,6.27
1884,SB9815718,1884,"LICEUL TEORETIC ""GHEORGHE LAZĂR"" AVRIG",7.35,-,-,5.20,-,-,-,-,-,-,6.27
1885,SB12575208,1885,"ŞCOALA GIMNAZIALĂ ""REGELE FERDINAND"" SIBIU",7.30,-,-,5.25,-,-,-,-,-,-,6.27
1886,SB11023451,1886,ŞCOALA GIMNAZIALĂ SLIMNIC,7.00,-,-,5.55,-,-,-,-,-,-,6.27
1887,SB9215017,1887,ŞCOALA GIMNAZIALĂ BIERTAN,6.75,-,-,5.80,-,-,-,-,-,-,6.27
1888,SB12442547,1888,ŞCOALA GIMNAZIALĂ NR. 23 SIBIU,6.50,7.10,7.10,5.45,-,-,-,-,-,-,6.27
1889,SB10476082,1889,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,6.40,-,-,6.15,-,-,-,-,-,-,6.27
1890,SB7924186,1890,"LICEUL ""AUGUST TREBONIU LAURIAN"" AGNITA",6.30,-,-,6.25,-,-,-,-,-,-,6.27
1891,SB657651,1891,ŞCOALA GIMNAZIALĂ NR. 1 SIBIU,6.10,-,-,6.45,-,-,-,-,-,-,6.27
1892,SB10340688,1892,"ŞCOALA GIMNAZIALĂ ""CONSTANTIN IOAN MOTAŞ"" MEDIAŞ",5.95,-,-,6.60,-,-,-,-,-,-,6.27
1893,SB12615975,1893,"ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE"" SIBIU",5.45,5.70,5.70,6.85,-,-,-,-,-,-,6.27
1894,SB10095080,1894,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,6.30,6.65,6.65,7.35,-,-,Limba germana,4.80,-,-,6.26
1895,SB9817284,1895,ŞCOALA GIMNAZIALĂ NR. 25 SIBIU,7.30,-,-,5.20,-,-,-,-,-,-,6.25
1896,SB10549808,1896,"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU",7.05,-,-,5.45,-,-,-,-,-,-,6.25
1897,SB9252784,1897,"ŞCOALA GIMNAZIALĂ ""BADEA CÎRŢAN"" CÂRŢIŞOARA",6.90,-,-,5.60,-,-,-,-,-,-,6.25
1898,SB9439938,1898,ŞCOALA GIMNAZIALĂ ALĂMOR,6.85,-,-,5.65,-,-,-,-,-,-,6.25
1899,SB10646838,1899,ŞCOALA GIMNAZIALĂ NR. 3 COPȘA MICĂ,6.80,-,-,5.70,-,-,-,-,-,-,6.25
1900,SB12211904,1900,ŞCOALA GIMNAZIALĂ POPLACA,6.70,-,-,5.80,-,-,-,-,-,-,6.25
1901,SB10019653,1901,"ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" MEDIAŞ",6.55,-,-,5.95,-,-,-,-,-,-,6.25
1902,SB11131305,1902,ŞCOALA GIMNAZIALĂ NR. 4 SIBIU,6.40,-,-,6.10,-,-,-,-,-,-,6.25
1903,SB9109339,1903,"ŞCOALA GIMNAZIALĂ ""MARȚIAN NEGREA"" VALEA VIILOR",6.20,-,-,6.30,-,-,-,-,-,-,6.25
